State,Type,County,,Motivation,Crime Count
Massachusetts,Cities,Haverhill,,Ancestry,6
Massachusetts,Cities,Haverhill,,Religion,5
Massachusetts,Cities,Haverhill,,Sexual orientation,0
Massachusetts,Cities,Haverhill,,Disability,0
Massachusetts,Cities,Haverhill,,Gender,0
Massachusetts,Cities,Haverhill,,Gender Identity,0
Massachusetts,Cities,Haverhill,,1st Quarter,1
Massachusetts,Cities,Haverhill,,2nd Quarter,3
Massachusetts,Cities,Haverhill,,3rd Quarter,4
Massachusetts,Cities,Haverhill,,4th Quarter,3
Massachusetts,Cities,Holbrook,,Ancestry,0
Massachusetts,Cities,Holbrook,,Religion,1
Massachusetts,Cities,Holbrook,,Sexual orientation,0
Massachusetts,Cities,Holbrook,,Disability,0
Massachusetts,Cities,Holbrook,,Gender,0
Massachusetts,Cities,Holbrook,,Gender Identity,0
Massachusetts,Cities,Holbrook,,1st Quarter,1
Massachusetts,Cities,Holbrook,,2nd Quarter,0
Massachusetts,Cities,Holbrook,,3rd Quarter,0
Massachusetts,Cities,Holbrook,,4th Quarter,0
Massachusetts,Cities,Holyoke,,Ancestry,1
Massachusetts,Cities,Holyoke,,Religion,0
Massachusetts,Cities,Holyoke,,Sexual orientation,0
Massachusetts,Cities,Holyoke,,Disability,0
Massachusetts,Cities,Holyoke,,Gender,0
Massachusetts,Cities,Holyoke,,Gender Identity,0
Massachusetts,Cities,Holyoke,,1st Quarter,1
Massachusetts,Cities,Holyoke,,2nd Quarter,0
Massachusetts,Cities,Holyoke,,3rd Quarter,0
Massachusetts,Cities,Holyoke,,4th Quarter,0
Massachusetts,Cities,Ipswich,,Ancestry,0
Massachusetts,Cities,Ipswich,,Religion,0
Massachusetts,Cities,Ipswich,,Sexual orientation,0
Massachusetts,Cities,Ipswich,,Disability,0
Massachusetts,Cities,Ipswich,,Gender,1
Massachusetts,Cities,Ipswich,,Gender Identity,0
Massachusetts,Cities,Ipswich,,1st Quarter,0
Massachusetts,Cities,Ipswich,,2nd Quarter,0
Massachusetts,Cities,Ipswich,,3rd Quarter,0
Massachusetts,Cities,Ipswich,,4th Quarter,1
Massachusetts,Cities,Leominster,,Ancestry,1
Massachusetts,Cities,Leominster,,Religion,0
Massachusetts,Cities,Leominster,,Sexual orientation,0
Massachusetts,Cities,Leominster,,Disability,0
Massachusetts,Cities,Leominster,,Gender,0
Massachusetts,Cities,Leominster,,Gender Identity,0
Massachusetts,Cities,Leominster,,1st Quarter,1
Massachusetts,Cities,Leominster,,2nd Quarter,0
Massachusetts,Cities,Leominster,,3rd Quarter,0
Massachusetts,Cities,Leominster,,4th Quarter,0
Massachusetts,Cities,Lowell,,Ancestry,1
Massachusetts,Cities,Lowell,,Religion,0
Massachusetts,Cities,Lowell,,Sexual orientation,0
Massachusetts,Cities,Lowell,,Disability,0
Massachusetts,Cities,Lowell,,Gender,0
Massachusetts,Cities,Lowell,,Gender Identity,0
Massachusetts,Cities,Lowell,,1st Quarter,1
Massachusetts,Cities,Lowell,,2nd Quarter,0
Massachusetts,Cities,Lowell,,3rd Quarter,0
Massachusetts,Cities,Lowell,,4th Quarter,0
Massachusetts,Cities,Lunenburg,,Ancestry,0
Massachusetts,Cities,Lunenburg,,Religion,0
Massachusetts,Cities,Lunenburg,,Sexual orientation,1
Massachusetts,Cities,Lunenburg,,Disability,0
Massachusetts,Cities,Lunenburg,,Gender,0
Massachusetts,Cities,Lunenburg,,Gender Identity,0
Massachusetts,Cities,Lunenburg,,1st Quarter,0
Massachusetts,Cities,Lunenburg,,2nd Quarter,0
Massachusetts,Cities,Lunenburg,,3rd Quarter,1
Massachusetts,Cities,Lunenburg,,4th Quarter,0
Massachusetts,Cities,Lynn,,Ancestry,13
Massachusetts,Cities,Lynn,,Religion,1
Massachusetts,Cities,Lynn,,Sexual orientation,0
Massachusetts,Cities,Lynn,,Disability,0
Massachusetts,Cities,Lynn,,Gender,0
Massachusetts,Cities,Lynn,,Gender Identity,0
Massachusetts,Cities,Lynn,,1st Quarter,2
Massachusetts,Cities,Lynn,,2nd Quarter,8
Massachusetts,Cities,Lynn,,3rd Quarter,3
Massachusetts,Cities,Lynn,,4th Quarter,1
Massachusetts,Cities,Lynnfield,,Ancestry,1
Massachusetts,Cities,Lynnfield,,Religion,0
Massachusetts,Cities,Lynnfield,,Sexual orientation,0
Massachusetts,Cities,Lynnfield,,Disability,0
Massachusetts,Cities,Lynnfield,,Gender,0
Massachusetts,Cities,Lynnfield,,Gender Identity,0
Massachusetts,Cities,Lynnfield,,1st Quarter,0
Massachusetts,Cities,Lynnfield,,2nd Quarter,0
Massachusetts,Cities,Lynnfield,,3rd Quarter,1
Massachusetts,Cities,Lynnfield,,4th Quarter,0
Massachusetts,Cities,Malden,,Ancestry,3
Massachusetts,Cities,Malden,,Religion,5
Massachusetts,Cities,Malden,,Sexual orientation,0
Massachusetts,Cities,Malden,,Disability,0
Massachusetts,Cities,Malden,,Gender,0
Massachusetts,Cities,Malden,,Gender Identity,1
Massachusetts,Cities,Malden,,1st Quarter,3
Massachusetts,Cities,Malden,,2nd Quarter,2
Massachusetts,Cities,Malden,,3rd Quarter,4
Massachusetts,Cities,Malden,,4th Quarter,0
Massachusetts,Cities,Manchester-by-the-Sea,,Ancestry,1
Massachusetts,Cities,Manchester-by-the-Sea,,Religion,0
Massachusetts,Cities,Manchester-by-the-Sea,,Sexual orientation,0
Massachusetts,Cities,Manchester-by-the-Sea,,Disability,0
Massachusetts,Cities,Manchester-by-the-Sea,,Gender,0
Massachusetts,Cities,Manchester-by-the-Sea,,Gender Identity,0
Massachusetts,Cities,Manchester-by-the-Sea,,1st Quarter,0
Massachusetts,Cities,Manchester-by-the-Sea,,2nd Quarter,0
Massachusetts,Cities,Manchester-by-the-Sea,,3rd Quarter,0
Massachusetts,Cities,Manchester-by-the-Sea,,4th Quarter,1
Massachusetts,Cities,Marblehead2,,Ancestry,1
Massachusetts,Cities,Marblehead2,,Religion,2
Massachusetts,Cities,Marblehead2,,Sexual orientation,1
Massachusetts,Cities,Marblehead2,,Disability,0
Massachusetts,Cities,Marblehead2,,Gender,0
Massachusetts,Cities,Marblehead2,,Gender Identity,0
Massachusetts,Cities,Marblehead2,,1st Quarter,0
Massachusetts,Cities,Marblehead2,,2nd Quarter,1
Massachusetts,Cities,Marblehead2,,3rd Quarter,1
Massachusetts,Cities,Marblehead2,,4th Quarter,1
Massachusetts,Cities,Marlborough,,Ancestry,1
Massachusetts,Cities,Marlborough,,Religion,0
Massachusetts,Cities,Marlborough,,Sexual orientation,0
Massachusetts,Cities,Marlborough,,Disability,0
Massachusetts,Cities,Marlborough,,Gender,0
Massachusetts,Cities,Marlborough,,Gender Identity,0
Massachusetts,Cities,Marlborough,,1st Quarter,0
Massachusetts,Cities,Marlborough,,2nd Quarter,0
Massachusetts,Cities,Marlborough,,3rd Quarter,0
Massachusetts,Cities,Marlborough,,4th Quarter,1
Massachusetts,Cities,Mashpee,,Ancestry,1
Massachusetts,Cities,Mashpee,,Religion,0
Massachusetts,Cities,Mashpee,,Sexual orientation,0
Massachusetts,Cities,Mashpee,,Disability,0
Massachusetts,Cities,Mashpee,,Gender,0
Massachusetts,Cities,Mashpee,,Gender Identity,0
Massachusetts,Cities,Mashpee,,1st Quarter,0
Massachusetts,Cities,Mashpee,,2nd Quarter,0
Massachusetts,Cities,Mashpee,,3rd Quarter,1
Massachusetts,Cities,Mashpee,,4th Quarter,0
Massachusetts,Cities,Medford,,Ancestry,7
Massachusetts,Cities,Medford,,Religion,3
Massachusetts,Cities,Medford,,Sexual orientation,1
Massachusetts,Cities,Medford,,Disability,0
Massachusetts,Cities,Medford,,Gender,0
Massachusetts,Cities,Medford,,Gender Identity,0
Massachusetts,Cities,Medford,,1st Quarter,2
Massachusetts,Cities,Medford,,2nd Quarter,0
Massachusetts,Cities,Medford,,3rd Quarter,7
Massachusetts,Cities,Medford,,4th Quarter,2
Massachusetts,Cities,Methuen,,Ancestry,2
Massachusetts,Cities,Methuen,,Religion,0
Massachusetts,Cities,Methuen,,Sexual orientation,0
Massachusetts,Cities,Methuen,,Disability,0
Massachusetts,Cities,Methuen,,Gender,0
Massachusetts,Cities,Methuen,,Gender Identity,0
Massachusetts,Cities,Methuen,,1st Quarter,0
Massachusetts,Cities,Methuen,,2nd Quarter,1
Massachusetts,Cities,Methuen,,3rd Quarter,1
Massachusetts,Cities,Methuen,,4th Quarter,0
Massachusetts,Cities,Middleton,,Ancestry,1
Massachusetts,Cities,Middleton,,Religion,0
Massachusetts,Cities,Middleton,,Sexual orientation,0
Massachusetts,Cities,Middleton,,Disability,0
Massachusetts,Cities,Middleton,,Gender,0
Massachusetts,Cities,Middleton,,Gender Identity,0
Massachusetts,Cities,Middleton,,1st Quarter,0
Massachusetts,Cities,Middleton,,2nd Quarter,0
Massachusetts,Cities,Middleton,,3rd Quarter,1
Massachusetts,Cities,Middleton,,4th Quarter,0
Massachusetts,Cities,Monson,,Ancestry,1
Massachusetts,Cities,Monson,,Religion,0
Massachusetts,Cities,Monson,,Sexual orientation,0
Massachusetts,Cities,Monson,,Disability,0
Massachusetts,Cities,Monson,,Gender,0
Massachusetts,Cities,Monson,,Gender Identity,0
Massachusetts,Cities,Monson,,1st Quarter,0
Massachusetts,Cities,Monson,,2nd Quarter,1
Massachusetts,Cities,Monson,,3rd Quarter,0
Massachusetts,Cities,Monson,,4th Quarter,0
Massachusetts,Cities,Montague2,,Ancestry,1
Massachusetts,Cities,Montague2,,Religion,1
Massachusetts,Cities,Montague2,,Sexual orientation,0
Massachusetts,Cities,Montague2,,Disability,0
Massachusetts,Cities,Montague2,,Gender,0
Massachusetts,Cities,Montague2,,Gender Identity,0
Massachusetts,Cities,Montague2,,1st Quarter,0
Massachusetts,Cities,Montague2,,2nd Quarter,1
Massachusetts,Cities,Montague2,,3rd Quarter,0
Massachusetts,Cities,Montague2,,4th Quarter,0
Massachusetts,Cities,Natick,,Ancestry,1
Massachusetts,Cities,Natick,,Religion,0
Massachusetts,Cities,Natick,,Sexual orientation,0
Massachusetts,Cities,Natick,,Disability,0
Massachusetts,Cities,Natick,,Gender,0
Massachusetts,Cities,Natick,,Gender Identity,0
Massachusetts,Cities,Natick,,1st Quarter,0
Massachusetts,Cities,Natick,,2nd Quarter,0
Massachusetts,Cities,Natick,,3rd Quarter,0
Massachusetts,Cities,Natick,,4th Quarter,1
Massachusetts,Cities,Newbury,,Ancestry,1
Massachusetts,Cities,Newbury,,Religion,0
Massachusetts,Cities,Newbury,,Sexual orientation,1
Massachusetts,Cities,Newbury,,Disability,0
Massachusetts,Cities,Newbury,,Gender,0
Massachusetts,Cities,Newbury,,Gender Identity,0
Massachusetts,Cities,Newbury,,1st Quarter,0
Massachusetts,Cities,Newbury,,2nd Quarter,0
Massachusetts,Cities,Newbury,,3rd Quarter,1
Massachusetts,Cities,Newbury,,4th Quarter,1
Massachusetts,Cities,Newburyport,,Ancestry,1
Massachusetts,Cities,Newburyport,,Religion,0
Massachusetts,Cities,Newburyport,,Sexual orientation,0
Massachusetts,Cities,Newburyport,,Disability,0
Massachusetts,Cities,Newburyport,,Gender,0
Massachusetts,Cities,Newburyport,,Gender Identity,0
Massachusetts,Cities,Newburyport,,1st Quarter,0
Massachusetts,Cities,Newburyport,,2nd Quarter,1
Massachusetts,Cities,Newburyport,,3rd Quarter,0
Massachusetts,Cities,Newburyport,,4th Quarter,0
Massachusetts,Cities,Newton,,Ancestry,4
Massachusetts,Cities,Newton,,Religion,1
Massachusetts,Cities,Newton,,Sexual orientation,0
Massachusetts,Cities,Newton,,Disability,0
Massachusetts,Cities,Newton,,Gender,0
Massachusetts,Cities,Newton,,Gender Identity,0
Massachusetts,Cities,Newton,,1st Quarter,0
Massachusetts,Cities,Newton,,2nd Quarter,4
Massachusetts,Cities,Newton,,3rd Quarter,0
Massachusetts,Cities,Newton,,4th Quarter,1
Massachusetts,Cities,North Andover,,Ancestry,0
Massachusetts,Cities,North Andover,,Religion,0
Massachusetts,Cities,North Andover,,Sexual orientation,1
Massachusetts,Cities,North Andover,,Disability,0
Massachusetts,Cities,North Andover,,Gender,0
Massachusetts,Cities,North Andover,,Gender Identity,0
Massachusetts,Cities,North Andover,,1st Quarter,0
Massachusetts,Cities,North Andover,,2nd Quarter,0
Massachusetts,Cities,North Andover,,3rd Quarter,0
Massachusetts,Cities,North Andover,,4th Quarter,1
Massachusetts,Cities,North Attleboro,,Ancestry,1
Massachusetts,Cities,North Attleboro,,Religion,0
Massachusetts,Cities,North Attleboro,,Sexual orientation,0
Massachusetts,Cities,North Attleboro,,Disability,0
Massachusetts,Cities,North Attleboro,,Gender,0
Massachusetts,Cities,North Attleboro,,Gender Identity,0
Massachusetts,Cities,North Attleboro,,1st Quarter,0
Massachusetts,Cities,North Attleboro,,2nd Quarter,0
Massachusetts,Cities,North Attleboro,,3rd Quarter,1
Massachusetts,Cities,North Attleboro,,4th Quarter,0
Massachusetts,Cities,Norwood,,Ancestry,1
Massachusetts,Cities,Norwood,,Religion,0
Massachusetts,Cities,Norwood,,Sexual orientation,0
Massachusetts,Cities,Norwood,,Disability,0
Massachusetts,Cities,Norwood,,Gender,0
Massachusetts,Cities,Norwood,,Gender Identity,0
Massachusetts,Cities,Norwood,,1st Quarter,1
Massachusetts,Cities,Norwood,,2nd Quarter,0
Massachusetts,Cities,Norwood,,3rd Quarter,0
Massachusetts,Cities,Norwood,,4th Quarter,0
Massachusetts,Cities,Oakham,,Ancestry,1
Massachusetts,Cities,Oakham,,Religion,0
Massachusetts,Cities,Oakham,,Sexual orientation,0
Massachusetts,Cities,Oakham,,Disability,0
Massachusetts,Cities,Oakham,,Gender,0
Massachusetts,Cities,Oakham,,Gender Identity,0
Massachusetts,Cities,Oakham,,1st Quarter,0
Massachusetts,Cities,Oakham,,2nd Quarter,1
Massachusetts,Cities,Oakham,,3rd Quarter,0
Massachusetts,Cities,Oakham,,4th Quarter,0
Massachusetts,Cities,Palmer,,Ancestry,0
Massachusetts,Cities,Palmer,,Religion,0
Massachusetts,Cities,Palmer,,Sexual orientation,1
Massachusetts,Cities,Palmer,,Disability,0
Massachusetts,Cities,Palmer,,Gender,0
Massachusetts,Cities,Palmer,,Gender Identity,0
Massachusetts,Cities,Palmer,,1st Quarter,0
Massachusetts,Cities,Palmer,,2nd Quarter,0
Massachusetts,Cities,Palmer,,3rd Quarter,1
Massachusetts,Cities,Palmer,,4th Quarter,0
Massachusetts,Cities,Plymouth,,Ancestry,1
Massachusetts,Cities,Plymouth,,Religion,0
Massachusetts,Cities,Plymouth,,Sexual orientation,0
Massachusetts,Cities,Plymouth,,Disability,0
Massachusetts,Cities,Plymouth,,Gender,0
Massachusetts,Cities,Plymouth,,Gender Identity,0
Massachusetts,Cities,Plymouth,,1st Quarter,0
Massachusetts,Cities,Plymouth,,2nd Quarter,0
Massachusetts,Cities,Plymouth,,3rd Quarter,1
Massachusetts,Cities,Plymouth,,4th Quarter,0
Massachusetts,Cities,Provincetown,,Ancestry,4
Massachusetts,Cities,Provincetown,,Religion,0
Massachusetts,Cities,Provincetown,,Sexual orientation,1
Massachusetts,Cities,Provincetown,,Disability,0
Massachusetts,Cities,Provincetown,,Gender,0
Massachusetts,Cities,Provincetown,,Gender Identity,0
Massachusetts,Cities,Provincetown,,1st Quarter,0
Massachusetts,Cities,Provincetown,,2nd Quarter,1
Massachusetts,Cities,Provincetown,,3rd Quarter,2
Massachusetts,Cities,Provincetown,,4th Quarter,2
Massachusetts,Cities,Quincy2,,Ancestry,6
Massachusetts,Cities,Quincy2,,Religion,3
Massachusetts,Cities,Quincy2,,Sexual orientation,6
Massachusetts,Cities,Quincy2,,Disability,0
Massachusetts,Cities,Quincy2,,Gender,0
Massachusetts,Cities,Quincy2,,Gender Identity,0
Massachusetts,Cities,Quincy2,,1st Quarter,4
Massachusetts,Cities,Quincy2,,2nd Quarter,6
Massachusetts,Cities,Quincy2,,3rd Quarter,3
Massachusetts,Cities,Quincy2,,4th Quarter,1
Massachusetts,Cities,Randolph,,Ancestry,1
Massachusetts,Cities,Randolph,,Religion,0
Massachusetts,Cities,Randolph,,Sexual orientation,0
Massachusetts,Cities,Randolph,,Disability,0
Massachusetts,Cities,Randolph,,Gender,0
Massachusetts,Cities,Randolph,,Gender Identity,0
Massachusetts,Cities,Randolph,,1st Quarter,0
Massachusetts,Cities,Randolph,,2nd Quarter,1
Massachusetts,Cities,Randolph,,3rd Quarter,0
Massachusetts,Cities,Randolph,,4th Quarter,0
Massachusetts,Cities,Revere,,Ancestry,1
Massachusetts,Cities,Revere,,Religion,0
Massachusetts,Cities,Revere,,Sexual orientation,0
Massachusetts,Cities,Revere,,Disability,0
Massachusetts,Cities,Revere,,Gender,1
Massachusetts,Cities,Revere,,Gender Identity,0
Massachusetts,Cities,Revere,,1st Quarter,0
Massachusetts,Cities,Revere,,2nd Quarter,1
Massachusetts,Cities,Revere,,3rd Quarter,0
Massachusetts,Cities,Revere,,4th Quarter,1
Massachusetts,Cities,Salem2,,Ancestry,6
Massachusetts,Cities,Salem2,,Religion,4
Massachusetts,Cities,Salem2,,Sexual orientation,0
Massachusetts,Cities,Salem2,,Disability,0
Massachusetts,Cities,Salem2,,Gender,0
Massachusetts,Cities,Salem2,,Gender Identity,0
Massachusetts,Cities,Salem2,,1st Quarter,2
Massachusetts,Cities,Salem2,,2nd Quarter,5
Massachusetts,Cities,Salem2,,3rd Quarter,1
Massachusetts,Cities,Salem2,,4th Quarter,0
Massachusetts,Cities,Somerville,,Ancestry,6
Massachusetts,Cities,Somerville,,Religion,1
Massachusetts,Cities,Somerville,,Sexual orientation,3
Massachusetts,Cities,Somerville,,Disability,0
Massachusetts,Cities,Somerville,,Gender,0
Massachusetts,Cities,Somerville,,Gender Identity,0
Massachusetts,Cities,Somerville,,1st Quarter,2
Massachusetts,Cities,Somerville,,2nd Quarter,1
Massachusetts,Cities,Somerville,,3rd Quarter,2
Massachusetts,Cities,Somerville,,4th Quarter,5
Massachusetts,Cities,South Hadley,,Ancestry,2
Massachusetts,Cities,South Hadley,,Religion,0
Massachusetts,Cities,South Hadley,,Sexual orientation,0
Massachusetts,Cities,South Hadley,,Disability,0
Massachusetts,Cities,South Hadley,,Gender,0
Massachusetts,Cities,South Hadley,,Gender Identity,0
Massachusetts,Cities,South Hadley,,1st Quarter,0
Massachusetts,Cities,South Hadley,,2nd Quarter,2
Massachusetts,Cities,South Hadley,,3rd Quarter,0
Massachusetts,Cities,South Hadley,,4th Quarter,0
Massachusetts,Cities,Spencer,,Ancestry,0
Massachusetts,Cities,Spencer,,Religion,1
Massachusetts,Cities,Spencer,,Sexual orientation,0
Massachusetts,Cities,Spencer,,Disability,0
Massachusetts,Cities,Spencer,,Gender,0
Massachusetts,Cities,Spencer,,Gender Identity,0
Massachusetts,Cities,Spencer,,1st Quarter,0
Massachusetts,Cities,Spencer,,2nd Quarter,1
Massachusetts,Cities,Spencer,,3rd Quarter,0
Massachusetts,Cities,Spencer,,4th Quarter,0
Massachusetts,Cities,Springfield,,Ancestry,14
Massachusetts,Cities,Springfield,,Religion,2
Massachusetts,Cities,Springfield,,Sexual orientation,1
Massachusetts,Cities,Springfield,,Disability,0
Massachusetts,Cities,Springfield,,Gender,0
Massachusetts,Cities,Springfield,,Gender Identity,0
Massachusetts,Cities,Springfield,,1st Quarter,1
Massachusetts,Cities,Springfield,,2nd Quarter,1
Massachusetts,Cities,Springfield,,3rd Quarter,10
Massachusetts,Cities,Springfield,,4th Quarter,5
Massachusetts,Cities,Sudbury,,Ancestry,1
Massachusetts,Cities,Sudbury,,Religion,0
Massachusetts,Cities,Sudbury,,Sexual orientation,0
Massachusetts,Cities,Sudbury,,Disability,0
Massachusetts,Cities,Sudbury,,Gender,0
Massachusetts,Cities,Sudbury,,Gender Identity,0
Massachusetts,Cities,Sudbury,,1st Quarter,0
Massachusetts,Cities,Sudbury,,2nd Quarter,1
Massachusetts,Cities,Sudbury,,3rd Quarter,0
Massachusetts,Cities,Sudbury,,4th Quarter,0
Massachusetts,Cities,Sunderland2,,Ancestry,1
Massachusetts,Cities,Sunderland2,,Religion,1
Massachusetts,Cities,Sunderland2,,Sexual orientation,0
Massachusetts,Cities,Sunderland2,,Disability,0
Massachusetts,Cities,Sunderland2,,Gender,0
Massachusetts,Cities,Sunderland2,,Gender Identity,0
Massachusetts,Cities,Sunderland2,,1st Quarter,1
Massachusetts,Cities,Sunderland2,,2nd Quarter,0
Massachusetts,Cities,Sunderland2,,3rd Quarter,0
Massachusetts,Cities,Sunderland2,,4th Quarter,0
Massachusetts,Cities,Swampscott2,,Ancestry,3
Massachusetts,Cities,Swampscott2,,Religion,1
Massachusetts,Cities,Swampscott2,,Sexual orientation,0
Massachusetts,Cities,Swampscott2,,Disability,0
Massachusetts,Cities,Swampscott2,,Gender,0
Massachusetts,Cities,Swampscott2,,Gender Identity,0
Massachusetts,Cities,Swampscott2,,1st Quarter,0
Massachusetts,Cities,Swampscott2,,2nd Quarter,0
Massachusetts,Cities,Swampscott2,,3rd Quarter,2
Massachusetts,Cities,Swampscott2,,4th Quarter,1
Massachusetts,Cities,Taunton,,Ancestry,1
Massachusetts,Cities,Taunton,,Religion,0
Massachusetts,Cities,Taunton,,Sexual orientation,1
Massachusetts,Cities,Taunton,,Disability,0
Massachusetts,Cities,Taunton,,Gender,0
Massachusetts,Cities,Taunton,,Gender Identity,0
Massachusetts,Cities,Taunton,,1st Quarter,0
Massachusetts,Cities,Taunton,,2nd Quarter,2
Massachusetts,Cities,Taunton,,3rd Quarter,0
Massachusetts,Cities,Taunton,,4th Quarter,0
Massachusetts,Cities,Tisbury,,Ancestry,1
Massachusetts,Cities,Tisbury,,Religion,0
Massachusetts,Cities,Tisbury,,Sexual orientation,0
Massachusetts,Cities,Tisbury,,Disability,0
Massachusetts,Cities,Tisbury,,Gender,0
Massachusetts,Cities,Tisbury,,Gender Identity,0
Massachusetts,Cities,Tisbury,,1st Quarter,0
Massachusetts,Cities,Tisbury,,2nd Quarter,1
Massachusetts,Cities,Tisbury,,3rd Quarter,0
Massachusetts,Cities,Tisbury,,4th Quarter,0
Massachusetts,Cities,Uxbridge,,Ancestry,1
Massachusetts,Cities,Uxbridge,,Religion,0
Massachusetts,Cities,Uxbridge,,Sexual orientation,0
Massachusetts,Cities,Uxbridge,,Disability,0
Massachusetts,Cities,Uxbridge,,Gender,0
Massachusetts,Cities,Uxbridge,,Gender Identity,0
Massachusetts,Cities,Uxbridge,,1st Quarter,0
Massachusetts,Cities,Uxbridge,,2nd Quarter,0
Massachusetts,Cities,Uxbridge,,3rd Quarter,1
Massachusetts,Cities,Uxbridge,,4th Quarter,0
Massachusetts,Cities,Waltham2,,Ancestry,6
Massachusetts,Cities,Waltham2,,Religion,1
Massachusetts,Cities,Waltham2,,Sexual orientation,0
Massachusetts,Cities,Waltham2,,Disability,0
Massachusetts,Cities,Waltham2,,Gender,0
Massachusetts,Cities,Waltham2,,Gender Identity,0
Massachusetts,Cities,Waltham2,,1st Quarter,1
Massachusetts,Cities,Waltham2,,2nd Quarter,2
Massachusetts,Cities,Waltham2,,3rd Quarter,1
Massachusetts,Cities,Waltham2,,4th Quarter,2
Massachusetts,Cities,Wareham,,Ancestry,0
Massachusetts,Cities,Wareham,,Religion,0
Massachusetts,Cities,Wareham,,Sexual orientation,1
Massachusetts,Cities,Wareham,,Disability,0
Massachusetts,Cities,Wareham,,Gender,0
Massachusetts,Cities,Wareham,,Gender Identity,0
Massachusetts,Cities,Wareham,,1st Quarter,0
Massachusetts,Cities,Wareham,,2nd Quarter,0
Massachusetts,Cities,Wareham,,3rd Quarter,1
Massachusetts,Cities,Wareham,,4th Quarter,0
Massachusetts,Cities,Watertown,,Ancestry,3
Massachusetts,Cities,Watertown,,Religion,0
Massachusetts,Cities,Watertown,,Sexual orientation,0
Massachusetts,Cities,Watertown,,Disability,0
Massachusetts,Cities,Watertown,,Gender,0
Massachusetts,Cities,Watertown,,Gender Identity,0
Massachusetts,Cities,Watertown,,1st Quarter,0
Massachusetts,Cities,Watertown,,2nd Quarter,1
Massachusetts,Cities,Watertown,,3rd Quarter,2
Massachusetts,Cities,Watertown,,4th Quarter,0
Massachusetts,Cities,Wenham,,Ancestry,3
Massachusetts,Cities,Wenham,,Religion,0
Massachusetts,Cities,Wenham,,Sexual orientation,0
Massachusetts,Cities,Wenham,,Disability,0
Massachusetts,Cities,Wenham,,Gender,0
Massachusetts,Cities,Wenham,,Gender Identity,0
Massachusetts,Cities,Wenham,,1st Quarter,0
Massachusetts,Cities,Wenham,,2nd Quarter,0
Massachusetts,Cities,Wenham,,3rd Quarter,3
Massachusetts,Cities,Wenham,,4th Quarter,0
Massachusetts,Cities,Westford,,Ancestry,0
Massachusetts,Cities,Westford,,Religion,1
Massachusetts,Cities,Westford,,Sexual orientation,0
Massachusetts,Cities,Westford,,Disability,0
Massachusetts,Cities,Westford,,Gender,0
Massachusetts,Cities,Westford,,Gender Identity,0
Massachusetts,Cities,Westford,,1st Quarter,0
Massachusetts,Cities,Westford,,2nd Quarter,0
Massachusetts,Cities,Westford,,3rd Quarter,1
Massachusetts,Cities,Westford,,4th Quarter,0
Massachusetts,Cities,Westwood,,Ancestry,3
Massachusetts,Cities,Westwood,,Religion,7
Massachusetts,Cities,Westwood,,Sexual orientation,0
Massachusetts,Cities,Westwood,,Disability,0
Massachusetts,Cities,Westwood,,Gender,0
Massachusetts,Cities,Westwood,,Gender Identity,0
Massachusetts,Cities,Westwood,,1st Quarter,0
Massachusetts,Cities,Westwood,,2nd Quarter,0
Massachusetts,Cities,Westwood,,3rd Quarter,9
Massachusetts,Cities,Westwood,,4th Quarter,1
Massachusetts,Cities,Winchester,,Ancestry,1
Massachusetts,Cities,Winchester,,Religion,0
Massachusetts,Cities,Winchester,,Sexual orientation,0
Massachusetts,Cities,Winchester,,Disability,0
Massachusetts,Cities,Winchester,,Gender,0
Massachusetts,Cities,Winchester,,Gender Identity,0
Massachusetts,Cities,Winchester,,1st Quarter,1
Massachusetts,Cities,Winchester,,2nd Quarter,0
Massachusetts,Cities,Winchester,,3rd Quarter,0
Massachusetts,Cities,Winchester,,4th Quarter,0
Massachusetts,Cities,Worcester2,,Ancestry,2
Massachusetts,Cities,Worcester2,,Religion,3
Massachusetts,Cities,Worcester2,,Sexual orientation,1
Massachusetts,Cities,Worcester2,,Disability,0
Massachusetts,Cities,Worcester2,,Gender,0
Massachusetts,Cities,Worcester2,,Gender Identity,0
Massachusetts,Cities,Worcester2,,1st Quarter,1
Massachusetts,Cities,Worcester2,,2nd Quarter,1
Massachusetts,Cities,Worcester2,,3rd Quarter,2
Massachusetts,Cities,Worcester2,,4th Quarter,1
Massachusetts,Cities,Yarmouth2,,Ancestry,5
Massachusetts,Cities,Yarmouth2,,Religion,1
Massachusetts,Cities,Yarmouth2,,Sexual orientation,0
Massachusetts,Cities,Yarmouth2,,Disability,0
Massachusetts,Cities,Yarmouth2,,Gender,0
Massachusetts,Cities,Yarmouth2,,Gender Identity,0
Massachusetts,Cities,Yarmouth2,,1st Quarter,0
Massachusetts,Cities,Yarmouth2,,2nd Quarter,4
Massachusetts,Cities,Yarmouth2,,3rd Quarter,0
Massachusetts,Cities,Yarmouth2,,4th Quarter,1
Massachusetts,Universities and Colleges,Boston University,,Ancestry,2
Massachusetts,Universities and Colleges,Boston University,,Religion,1
Massachusetts,Universities and Colleges,Boston University,,Sexual orientation,0
Massachusetts,Universities and Colleges,Boston University,,Disability,0
Massachusetts,Universities and Colleges,Boston University,,Gender,0
Massachusetts,Universities and Colleges,Boston University,,Gender Identity,0
Massachusetts,Universities and Colleges,Boston University,,1st Quarter,0
Massachusetts,Universities and Colleges,Boston University,,2nd Quarter,1
